0	0
0	1000
1	2000
2	3000
3	4000
3	5000
3	6000
3	7000
4	8000
5	9000
5	10000
6	11000
6	12000
7	13000
7	14000
8	15000
8	16000
9	17000
10	18000
10	19000
11	20000
